Site,Volume,Page(s),Type,Area,Cult age,Age max [ka],Age dated min [ka],Age [ka BP],Longitude,Latitude
P029226,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.689,35.905
P029227,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.759,36.005
P029228,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.743,35.975
P029229,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.77,35.956
P029230,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.751,35.935
P029231,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.766,35.925
P029232,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.724,35.829
P029233,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.448,35.821
P029234,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.391,35.733
P029235,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.381,35.759
P029236,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.38,35.771
P029237,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.397,35.778
P029238,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.406,35.79
P029239,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.412,35.799
P029240,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.368,35.802
P029241,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.413,35.824
P029242,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.439,35.882
P029243,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.374,35.888
P029244,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.32,35.908
P029245,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.301,35.842
P029246,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.288,35.837
P029247,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.133,35.629
P029248,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.098,35.592
P029249,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.019,35.562
P029250,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.35,35.732
P029251,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.288,35.951
P029252,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.336,35.943
P029253,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.344,35.933
P029254,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.928,36.185
P029255,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.808,36
P029256,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.817,36.11
P029257,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.81,36.104
P029258,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.8,36.11
P029259,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.797,36.126
P029260,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.801,36.162
P029261,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.798,36.15
P029262,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.801,36.202
P029263,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.799,36.261
P029264,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.797,36.27
P029265,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.759,36.081
P029266,Qinghai,15-16,general map,complete province,Machang,4.2,4,4.1,102.435,35.81
P029267,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,100.721,36.192
P029268,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,100.951,35.91
P029269,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,100.9,35.523
P029270,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,100.93,35.513
P029271,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.367,35.989
P029272,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.291,35.821
P029273,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.374,35.744
P029274,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.495,35.922
P029275,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.506,35.906
P029276,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.504,35.875
P029277,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.343,36.001
P029278,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.475,36.013
P029279,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.218,36.145
P029280,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.196,36.142
P029281,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.183,36.107
P029282,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.248,36.082
P029283,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.278,36.09
P029284,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.606,36.283
P029285,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.563,36.271
P029286,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.612,36.607
P029287,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.619,36.589
P029288,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.978,36.627
P029289,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.44,36.667
P029290,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,101.695,36.81
P029291,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.745,36.155
P029292,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.772,36.153
P029293,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.811,36.177
P029294,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.841,36.177
P029295,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.826,36.322
P029296,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.836,36.31
P029297,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.948,36.238
P029298,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.965,36.226
P029299,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.946,36.228
P029300,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.953,36.216
P029301,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.934,36.186
P029302,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.855,36.163
P029303,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.838,36.164
P029304,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.94,36.039
P029305,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.85,35.887
P029306,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.841,35.963
P029307,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.838,35.865
P029308,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.001,35.864
P029309,Qinghai,15-16,general map,complete province,Majiayao,5.8,4,4.9,102.929,35.847
P029310,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.791,36.408
P029311,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.8,35.917
P029312,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.801,35.865
P029313,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.808,35.874
P029314,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.81,35.885
P029315,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.858,35.853
P029316,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.861,35.867
P029317,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.864,35.88
P029318,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.886,35.907
P029319,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.909,35.913
P029320,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.918,35.861
P029321,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.918,35.875
P029322,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.929,35.859
P029323,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.877,35.989
P029324,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.889,35.963
P029325,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.894,36.008
P029326,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.89,36.033
P029327,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.915,36.036
P029328,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.929,36.035
P029329,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.94,36.026
P029330,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.955,36.024
P029331,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.956,36.011
P029332,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.951,36
P029333,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.949,35.99
P029334,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.933,35.992
P029335,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.937,36.01
P029336,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.816,36.075
P029337,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.824,36.091
P029338,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.857,36.099
P029339,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.909,36.112
P029340,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.92,36.124
P029341,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.889,36.162
P029342,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.942,36.206
P029343,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.953,36.2
P029344,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.965,36.209
P029345,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.98,36.214
P029346,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.981,36.231
P029347,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.962,36.234
P029348,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.975,36.242
P029349,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.961,36.251
P029350,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.88,36.272
P029351,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.922,36.264
P029352,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.921,36.247
P029353,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.842,36.318
P029354,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.731,36.372
P029355,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.637,36.402
P029356,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.566,36.428
P029357,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.525,36.424
P029358,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.529,36.383
P029359,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.558,36.321
P029360,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.555,36.334
P029361,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.573,36.342
P029362,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.589,36.339
P029363,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.644,36.321
P029364,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.579,36.289
P029365,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.593,36.282
P029366,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.603,36.274
P029367,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.642,36.303
P029368,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.664,36.296
P029369,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.691,36.332
P029370,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.7,36.341
P029371,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.753,36.331
P029372,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.722,36.296
P029373,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.743,36.252
P029374,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.683,36.266
P029375,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.668,36.252
P029376,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.703,36.236
P029377,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.691,36.23
P029378,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.649,36.216
P029379,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.596,36.201
P029380,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.728,36.155
P029381,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.725,36.182
P029382,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.695,36.129
P029383,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.758,36.089
P029384,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.775,36.064
P029385,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.689,35.92
P029386,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.684,35.895
P029387,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.727,35.88
P029388,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.652,35.882
P029389,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.746,35.847
P029390,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.555,35.852
P029391,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.46,35.837
P029392,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.429,35.796
P029393,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.431,35.783
P029394,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.445,35.775
P029395,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.567,35.783
P029396,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.538,35.732
P029397,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.575,35.729
P029398,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.552,35.702
P029399,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.591,35.668
P029400,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.683,35.64
P029401,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.687,35.633
P029402,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.194,35.599
P029403,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.418,35.698
P029404,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.415,35.723
P029405,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.365,35.757
P029406,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.361,35.776
P029407,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.323,35.786
P029408,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.305,35.763
P029409,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.287,35.748
P029410,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.298,35.814
P029411,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.386,35.798
P029412,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.274,35.836
P029413,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.18,35.831
P029414,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.161,35.8
P029415,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.3,35.934
P029416,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.271,35.854
P029417,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.216,35.851
P029418,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.014,36.006
P029419,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.022,35.997
P029420,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.048,35.967
P029421,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.059,35.951
P029422,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.037,35.889
P029423,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.036,35.871
P029424,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.046,35.849
P029425,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.032,35.834
P029426,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.079,35.856
P029427,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.092,35.843
P029428,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.087,35.826
P029429,Qinghai,15-16,general map,complete province,Majiayao,5,4.5,4.75,102.11,35.837
